sentence,label
"maybe closing all those $AAPL calls i had this morning was a bad idea, money left on the table...",2
The impact on TietoEnator 's net sales for 2008 from the purchase is expected to be some 11 mln euro $ 15.9 mln .,1
"Antti Orkola , president of Kemira GrowHow 's Industrial Solutions unit , told Thomson Financial News the company has put off opening the mine as prices of phosphate have been ` quite depressed for a long time ' . '",0
$VOLC THIS STOCK HAS A VERY VERY VERY VERY VERY HIGH PROBABILITY OF RALLYING TOMORROW AND/OR EARLY NEXT WEEK,2
"Re-use back into PET bottles has also steadily increased and the rate of use in strapping tape has picked up again after a dip in 2005 , Petcore said previously .",2
The parties have agreed to negotiate definitive distribution and license agreements by the end of June 2010 .,2
"Finnish lifting equipment maker Konecranes Oyj said on July 30 , 2008 that its net profit rose to 71.2 mln euro ( $ 111.1 mln ) for the first half of 2008 from 57.1 mln euro ( $ 89.1 mln ) for the same period of 2007 .",2
Operating profit decreased to EUR 16mn from EUR 21.1 mn in 2008 .,0
( A spokesperson told WWD to expect a 50-50 mix of clothing and home decor . ),1
Pharmaceuticals - Italy This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Italy .,1
$GOOG resistance turned support?  It,2
$RAD All my charts are flashing oversold.,1
Long $X 24.62,2
"Z. Bavelloni 's long-standing MD , Dino Bavelloni , has retired at the end of 2005 .",1
Glencore sees Tripoli-based NOC as sole legal seller of Libyan oil,1
CORRECTED-Shire to buy Dyax for about $5.9 bln,2
"ASPO Plc STOCK EXCHANGE ANNOUNCEMENT May 4 , 2006 at 10:00 a.m. An increase in the share capital of Aspo Plc totaling EUR 1,125.60 was registered today .",2
"Private equity investor CapMan , the owner of Finnish Lumene cosmetics company , is planning to list Lumene .",1
That topped consensus forecasts for earnings of 0.21 euros a share .,2
$AMRN Got sell signal 7/1/14 still in force with target below 1.50,0
"`` Small firms are suffering at the moment because they are likely to have money trouble , '' he added .",1
"`` P&O Ferries now has a very efficient and powerful vessel for its Dover to Calais route , '' head of the shipbuilder 's Rauma yard , Timo Suistio , said .",2
"German Commerzbank AG 's Hamburg Branch and US JP Morgan ( NYSE : JPM ) participated as arrangers , and Dutch ING ( AMS : INGA ) as co-arranger .",1
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",1
$YELP This goes green and so many shorts are toast!,2
@scottrade Why is $tsla not available for shorting at this time?  Same for $w?,0
The investment will be worth approximately EUR 100mn .,1
The value of the order is USD 2.2 mn .,1
"Earnings per share EPS are seen at EUR 0.56 , up from EUR 0.38 .",2
"RT @stockdemons think shorting here into close might be play, $SPY - high beta reversing..looks worth a shot",0
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004 .,0
There are no substitutes to AC drives .,1
"Result before taxes decreased to nearly EUR 14.5 mn , compared to nearly EUR 20mn in the previous accounting period .",1
"`` After the share purchase is completed , financing will also be provided to expand Latvia 's broadband infrastructure and to develop new areas of business , including acquisitions of other companies . ''",2
Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,2
The Group also has a strong global position in other fishing categories .,2
"The business is organised , as of February 1 , 2011 , in a way that production of design services is combined into one entity , Etteplan Operations .",1
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010 .,2
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",1
$aapl news is becoming very bullish again http://stks.co/tMU,2
"The pulp production in Finnish Kemij+ñrvi will also be liquidated and about 1,100 employees loose their jobs .",1
The net sales decreased to EUR 49.8 million from EUR 59.9 million .,0
$YMI http://stks.co/Xyf Long setup. Closed above the 20MA. MACD cross. November catalyst.,2
The properties were purchased from Swedish private equity real estate firm Niam and Goldman Sachs ' Whitehall Street Real Estate Funds .,1
"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .",1
To see a slide show of all the newest product releases from Fiskars .,1
"The recruitment is related to the relocation of Stora Enso 's research operations to Karlstad , central Sweden .",1
"$P bull flag on the daily, earnings on the table tomorrow +/-12 move.Will straddle this one into earnings..lots of vol guaranteed here",2
$BBRY both 1m/6m trends turn bullish today with a resistance level at $11.31. http://stks.co/j1qt6,2
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",1
"Making matters more difficult , the company said it has been grappling with higher oil and gas prices , which have pushed up the cost of energy , raw materials and transportation .",1
"`` The margarine business has been put into good shape in the last two years , making it a natural addition to Bunge , which is looking to leverage its position in the Central and Northern European markets , '' Raisio CEO Matti Rihko said in a statement .",2
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,2
"In addition , a further 29 employees can be laid off until further notice and the whole workforce can be laid off for short periods if needed .",1
SWOT analysis is just one method of categorization and has its own weaknesses .,1
"`` UPM 's deliveries increased during the third quarter by 4 percent , and the efficiency of operations improved , '' Chief Executive Jussi Pesonen said .",2
"( ADP News ) - Feb 12 , 2009 - Finnish IT solutions provider Affecto Oyj ( HEL : AFE1V ) said today its net profit rose to EUR 8.5 million ( USD 11m ) in 2008 from EUR 7 million in 2007 .",2
Finnish M-real 's Kyro mill is starting negotiations to cut staff .,0
"According to Finnish insurance companies Tapiola , Local Insurance Group ( L+ñhivakuutus ) , and Pohjola the two fierce storms at the end of July and in the beginning of August 2010 that felled trees around Finland have speeded up sales of forest insurance .",2
London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,2
"Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .",1
Return on capital employed ROCE was a negative 2.3 % compared to 11.3 % in 2007 .,0
The solid fuel is heated before sludge is mixed therein . '',1
Persimmon share price climbs on 23% rise in full-year revenue,2
"Speaking to just-drinks today , a spokesperson for Olvi said : `` We have performed very well in all four countries we operate in - namely , Finland , Estonia , Latvia and Lithuania . ''",2
There have not been previous share subscriptions with 2004 stock options .,1
"$CNP Sell Short Position on CNP,...Closed for Profit $ 59,367.00 (7.75%) http://stks.co/ghjc",2
"In the second quarter of 2009 , net sales through operator business partners represented 47 % of the Group 's total net sales .",1
The operating margin of Aker Yards Cruise & Ferries division went down from 8.3 % to 6.4 % in the first quarter of 2007 .,1
"In addition , the company is considering the start of production in Russia .",1
The company said that the results of the third quarter do not include non-recurring items .,1
"With the U.S. Federal Government putting a stake in the ground , vendors - and their customers - are focused on meeting the deadline .",1
$TSLA <STUDY the CHARTS> Pullback_Time https://t.co/ZMDG0fb3I7,0
"Jun. 14 , 2009 ( AOL Weblogs delivered by Newstex ) -- Looks like the E71 is about to be upstaged as Nokia 's ( NYSE : NOK ) premier business-class smartphone -- someone in Espoo 's just hit the corporate YouTube account with this promo video for an E72 .",1
